benchmark,run,metric,value,unit,direction,role,source
convolution1D-cuda,1,mask_3.fp64.conv1d-tiled-caching.block_256,2.7074929200000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp64.conv1d-tiled-caching.block_512,2.7243278810000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp64.conv1d-tiled-caching.block_1024,2.734627441,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d.block_64,2.96791333,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d.block_128,1.505513794,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d.block_256,1.419582275,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d.block_512,1.4241561280000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d.block_1024,1.434109131,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled.block_64,2.9691162110000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled.block_128,1.7492243650000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled.block_256,1.680099365,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled.block_512,1.6726920170000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled.block_1024,1.706253784,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled-caching.block_64,2.968296143,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled-caching.block_128,1.726045044,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled-caching.block_256,1.642063599,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled-caching.block_512,1.662174805,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.fp32.conv1d-tiled-caching.block_1024,1.6369052730000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d.block_64,2.96594873,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d.block_128,1.487533203,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d.block_256,1.130151611,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d.block_512,1.100290283,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d.block_1024,1.1192738039999999,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled.block_64,2.9667490229999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled.block_128,1.497165405,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled.block_256,1.340897217,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled.block_512,1.2924045410000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled.block_1024,1.315225464,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled-caching.block_64,2.967501953,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled-caching.block_128,1.49244397,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled-caching.block_256,1.345777466,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled-caching.block_512,1.394072876,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_3.int16.conv1d-tiled-caching.block_1024,1.470364014,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d.block_64,2.996008057,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d.block_128,2.684514648,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d.block_256,2.684531982,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d.block_512,2.687998291,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d.block_1024,2.7107077640000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled.block_64,2.98951001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled.block_128,2.833995117,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled.block_256,2.859462158,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled.block_512,2.883500977,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled.block_1024,2.9167934570000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled-caching.block_64,3.002176758,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled-caching.block_128,2.7264184570000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled-caching.block_256,2.724334473,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled-caching.block_512,2.734988281,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp64.conv1d-tiled-caching.block_1024,2.753028564,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d.block_64,2.9987509770000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d.block_128,1.4886473390000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d.block_256,1.414120361,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d.block_512,1.41152063,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d.block_1024,1.45019104,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled.block_64,2.970463867,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled.block_128,1.8070952150000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled.block_256,1.756513428,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled.block_512,1.765184692,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled.block_1024,1.8101802980000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled-caching.block_64,2.9703952640000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled-caching.block_128,1.869121094,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled-caching.block_256,1.769564941,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled-caching.block_512,1.7810958250000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.fp32.conv1d-tiled-caching.block_1024,1.843227417,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d.block_64,2.967464111,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d.block_128,1.486256592,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d.block_256,1.166095947,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d.block_512,1.169012573,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d.block_1024,1.285971802,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled.block_64,2.967279297,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled.block_128,1.562311035,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled.block_256,1.500907104,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled.block_512,1.4725081789999999,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled.block_1024,1.4987979740000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled-caching.block_64,2.9670227049999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled-caching.block_128,1.5926207280000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled-caching.block_256,1.5690114750000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled-caching.block_512,1.6176102289999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_5.int16.conv1d-tiled-caching.block_1024,1.748442749,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d.block_64,3.021615723,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d.block_128,2.700023682,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d.block_256,2.702835205,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d.block_512,2.711363281,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d.block_1024,2.710868896,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled.block_64,2.9952297359999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled.block_128,2.904764648,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled.block_256,2.961941895,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled.block_512,2.997344482,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled.block_1024,3.031678711,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled-caching.block_64,3.0197014159999997,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled-caching.block_128,2.7695690920000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled-caching.block_256,2.763259521,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled-caching.block_512,2.778571533,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp64.conv1d-tiled-caching.block_1024,2.804592773,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d.block_64,3.002914795,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d.block_128,1.566998413,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d.block_256,1.523867554,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d.block_512,1.537037231,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d.block_1024,1.580534302,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled.block_64,2.9742316890000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled.block_128,1.8988695070000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled.block_256,1.885977051,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled.block_512,1.90683313,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled.block_1024,1.930099121,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled-caching.block_64,2.980241211,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled-caching.block_128,2.0626210940000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled-caching.block_256,1.9766180420000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled-caching.block_512,2.009012817,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.fp32.conv1d-tiled-caching.block_1024,2.130233154,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d.block_64,2.980867676,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d.block_128,1.5736182859999999,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d.block_256,1.529955322,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d.block_512,1.522885132,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d.block_1024,1.621241211,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled.block_64,2.967363525,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled.block_128,1.776689453,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled.block_256,1.711385376,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled.block_512,1.684054321,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled.block_1024,1.7080045170000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled-caching.block_64,2.965929443,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled-caching.block_128,1.993170166,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled-caching.block_256,1.960549927,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled-caching.block_512,1.977192627,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
convolution1D-cuda,1,mask_7.int16.conv1d-tiled-caching.block_1024,2.1051291500000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-1.log
